club_name,city,state,website,contact_email,facebook,instagram,strava,member_count,membership_fee_usd,usat_member,profile_url,score,notes
FAS/ST+ Elite Multisport Team,Amarillo,Texas,https://www.triathlonlearning.com/,Fasst52@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5761,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Douglas Fairchild"
Fast Chix Triathlon Group,Arlington,Virginia,https://www.fastchix.org,fastchixltd@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6921,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course, Women Specific | Contact: Yvonne Spencer"
FAST Swim and Triathlon Club,Northville,Michigan,http://www.swimfasttrifast.com,swimfasttrifast@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5512,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: Beginners, Long Course, Short Course, Women Specific | Contact: Kenneth Gutowski"
FCA Endurance,Roanoke,Virginia,http://fcaendurance.com/,mlong@fca.org,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6266,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Short Course | Contact: Mark Long"
Fighting Illini Triathlon (University of Illinois),Urbana,Illinois,https://illinoistriclub.web.illinois.edu,illinitriathlon@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5515,7,"Disciplines: Triathlon, Winter Triathlon | Specialties: Beginners, Draft Legal | Contact: Charlie Dilman"
Finding Fast,Suffolk,Virginia,https://www.triathlonlearning.com/,findingfastagain@yahoo.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6645,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Short Course | Contact: Jennifer Hoban"
"Finish Strong High School Tri Club (Greater Portland, Maine)",Portland,Maine,https://www.finishstrongpt.com/,slariviere@finishstrongpt.com,https://facebook.com/2008,https://instagram.com/finishstrongpt,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8076,7,Disciplines: Triathlon | Specialties: High School/Collegiate | Contact: Samuel LaRiviere
Fins Triathlon Team,Bluffton,South Carolina,https://www.teamunify.com/Home.jsp?team=scfins,coachgeorge@finsswim.com,https://facebook.com/groups,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6937,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon | Specialties: High School/Collegiate | Contact: Yorlliry Moreno"
First Time Tri,Scottsdale,Arizona,https://Firsttimetri.net,firsttimetri@aol.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6767,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, Short Course, Youth and Junior | Contact: Allen Childers"
First Youth Triathlon Team,Menlo Park,California,https://www.firstyouthtriathlonteam.com,anton@firstyouthtriathlonteam.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7876,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Long Course, NCAA, Short Course, Youth and Junior | Contact: anton komarov"
First Youth Triathlon Team (High School Program),Menlo Park,California,https://www.firstyouthtriathlonteam.com,anton@firstyouthtriathlonteam.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7965,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: anton komarov"
Fly Tri Racing High School Triathlon Club,Tyler,Texas,https://flytriracing.com/,coaching@flytriracing.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7262,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: William Ritter"
Fly Tri Racing Youth & Junior,Tyler,Texas,https://www.flytriracing.com,coaching@flytriracing.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7259,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Short Course, Youth and Junior | Contact: William Ritter"
Foundry Athletics Co.,Hellertown,Pennsylvania,http://foundryathleticsco.kit.com,foundryathleticsco@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8144,7,"Disciplines: Duathlon, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Long Course, Short Course, Youth and Junior | Contact: Sean Fenoff"
Fresno State Triathlon Club,Fresno,California,https://www.triathlonlearning.com/,coachtodd@icantriclub.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=31,7,"Disciplines: Aquabike, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Todd Waldner"
Full Circle Coaching,Miami,Florida,http://www.fullcirclecoaching.com,info@fullcirclecoaching.com,https://facebook.com/FullCircleCoachingUSA,https://instagram.com/fullcirclecoaching,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6651,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Short Course, Women Specific, Youth and Junior | Contact: Erinne Guthrie"
Full Circle Endurance,Baldwinsville,New York,https://fullcircleendurance.com/,laura@fullcircleendurance.com,https://facebook.com/laura.elizabeth.henry,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7068,7,"Disciplines: Aquabike, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Paratriathlon, Short Course, Women Specific | Contact: Laura Henry"
Full Gas Fitness Endurance Team,Richmond,Virginia,https://www.fullgasfitness.com/,FullGasFitness@outlook.com,https://facebook.com/2008,https://instagram.com/schaef.daddy,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7139,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Short Course, Women Specific | Contact: James Schaefer"
Fury Tri Team - High School,Katy,Texas,https://www.furytriteam.com,furytriteam@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7264,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Paratriathlon, Triathlon | Specialties: High School/Collegiate | Contact: Meagan Davis"
FWTri Club,Weatherford,Texas,http://www.fwtriclub.com,retailhitman@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=3026,7,"Disciplines: Aquabike, Duathlon, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Short Course | Contact: Sheila Gibson"
Gaylord Sports Association Paratriathlon Club,Wallingford,Connecticut,https://www.gaylord.org/Community-Sports-Assoc/Sports-Association,sports@gaylord.org,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6237,7,"Disciplines: Paratriathlon | Specialties: Beginners, Paratriathlon | Contact: Katie Joly"
Georgetown University Triathlon Team,Washington,District of Columbia,https://gutriathlon.wordpress.com/,triathlon@georgetown.edu,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=120,7,Disciplines: Triathlon | Specialties: High School/Collegiate | Contact: Evelyn Baldwin
"Get Fit Families High School, LLC",HARMONY,Pennsylvania,http://www.getfitfamilies.com,joella@zoominternet.net,https://facebook.com/2008,https://instagram.com/getfitfamilies,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7231,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Joella Baker"
Giddy Up Coaching,Carlsbad,California,https://giddyupmultisports.com,coachmichellie@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8160,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Paratriathlon, Short Course, Women Specific | Contact: Michellie JONES"
GMCF ENDURANCE,Barre,Vermont,https://www.gmcf.life/endurance,enduranceteam@gmcf.life,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8020,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course | Contact: Stephen Maas"
Go Travel Go Active,Fort Lauderdale,Florida,https://gotravelgoactive.club,Go@MilestoneStation.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6677,7,"Disciplines: Non-Traditional Event, Triathlon | Specialties: Beginners, Long Course | Contact: CHRISTOPHER JUNG"
GO TRI MAUI,Kula,Hawaii,https://www.triathlonlearning.com/,gotrimaui@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8094,7,"Disciplines: Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Youth and Junior | Contact: Rebecca Woodburn"
Granite State Endurance Project,Concord NH,New Hampshire,https://amberdferreira.com/granite-state-endurance,amrunber@hotmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7994,7,"Disciplines: Aquabike, Duathlon, Off Road, Triathlon, Winter Triathlon | Specialties: Beginners, Long Course, Off-Road, Short Course | Contact: Amber Ferreira"
Green Bay Multisport High School Team,De Pere,Wisconsin,https://www.triathlonlearning.com/,greenbaymultisportyouthteam@gmail.com,https://www.facebook.com/Green-Bay-Multisport-Youth-Team-208016979294352;,,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7706,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Erik Hansen"
Green Mountain Multisport Club,South Burlington,Vermont,https://www.greenmountainmultisport.org/,pjharnish@comcast.net,https://facebook.com/2008,https://instagram.com/gmmtri,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=490,7,"Disciplines: Triathlon | Specialties: Long Course, Short Course | Contact: James Harnish"
Greensboro College,Greensboro,North Carolina,https://greensborocollegesports.com/sports/menstri/roster/2024,karen.buxton@greensboro.edu,https://facebook.com/gcprideathletics,https://instagram.com/gc_athletics,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7815,7,"Disciplines: Duathlon, Triathlon | Contact: Karen Buxton"
Grit Endurance,Chicago,Illinois,https://www.gritendurance.com/,jim@grit-endurance.com,https://facebook.com/2008,https://instagram.com/gritendurance,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6701,7,"Disciplines: Duathlon, Triathlon | Specialties: Beginners, Long Course, Short Course, Women Specific | Contact: Jim Levesque"
Grit2Greatness Endurance,Highlands Ranch,Colorado,https://grit2greatnessendurance.com/,Rich.soares@tridot.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7980,7,"Disciplines: Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Draft Legal, Long Course, Off-Road, Paratriathlon, Short Course | Contact: Richard Soares"
Gulf Breeze Dolphin Triathlon Club,Gulf Breeze,Florida,https://www.triathlonlearning.com/,fairs@santarosa.k12.fl.us,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7592,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Steven Fair"
Harford Multisport Club,Bel Air,Maryland,http://www.harfordmultisport.org,harfordmultisport@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=777,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Short Course | Contact: Edward Hernandez"
Hawaii Triathlon Center Club,Kailua,Hawaii,https://hawaiitriathloncenterclub.wildapricot.org,hawaiitriathloncenterclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://instagram.com/hawaii_triathlon_center_club_,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6917,7,"Disciplines: Aquathlon, Duathlon, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, Women Specific, Youth and Junior | Contact: Timothy Gillaspie"
Hero Triathlon,Rochester,Minnesota,https://herotriathlon.com/,brad@herotriathlon.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7663,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Short Course, Women Specific | Contact: Brad Mitchell"
Horizon West Tri Club,Windermere,Florida,https://www.triathlonlearning.com/,meljohnsoncoach@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8155,7,"Disciplines: Duathlon, Triathlon | Specialties: Beginners, Youth and Junior | Contact: Melanie Johnson"
HRJC Triathlon,Highlands Ranch,Colorado,http://www.hrjc.bike,scott@hrjc.bike,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7979,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Scott Schnitzspahn"
HSTriClub,Lake St Louis,Missouri,http://www.hstriclub.org/,HSTriathlonClub@gmail.com,https://facebook.com/profile.php,https://instagram.com/andrewbeckmannofficial,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7351,7,"Disciplines: Aquabike, Duathlon, Paratriathlon, Triathlon | Specialties: High School/Collegiate | Contact: Daniel Engelhard"
Hunter's Creek Triathlon Club,Orlando,Florida,https://www.hunterscreektriclub.com,hctriclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7204,7,"Disciplines: Aquabike, Duathlon, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Paratriathlon, Short Course | Contact: Thomas Heller"
iCAN High School Triathlon Club,Fresno,California,http://www.icantriclub.com,coachtodd@icantriclub.com,https://facebook.com/icantriclub,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7232,7,"Disciplines: Aquabike, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Todd Waldner"
iCAN Junior Triathlon Club,Fresno,California,http://www.icantriclub.com,coachtodd@icantriclub.com,https://facebook.com/icantriclub,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=1077,7,"Disciplines: Aquabike, Duathlon, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Short Course, Youth and Junior | Contact: Todd Waldner"
Ignite Multisport,Coeurdalene,Idaho,http://www.ignitemultisport.com,ignitemultisport@gmail.com,https://facebook.com/2008,https://instagram.com/ignitemultisport,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7984,7,"Disciplines: Duathlon, Off Road, Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Jeff Densley"
Impact Multisport,Granville,Ohio,http://www.impactmultisport.org,kimberlyfclark@gmail.com,https://facebook.com/2008,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6364,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Kimberly Clark"
Iron Fit Endurance,West Islip,New York,http://www.ironfitendurance.com,ironfitendurance@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7309,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, NCAA, Off-Road, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Danielle Sullivan"
Island Swim Academy,Garden City,New York,http://www.islandswimacademy.com,islandswimacademy@hotmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6794,7,"Disciplines: Aquathlon, Triathlon | Specialties: Beginners, Youth and Junior | Contact: Sean Tedesco"
JU Tri (Jacksonville University),Jacksonville,Florida,https://www.triathlonlearning.com/,ederosa@jacksonville.edu,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8091,7,Disciplines: Triathlon | Contact: Emma DeRosa
Kids That Tri Cleveland HS Program,Avon,Ohio,https://rockrollrun.com/kids-that-tri-program-1,eric.gibb@yahoo.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7715,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Short Course, Youth and Junior | Contact: Eric Gibb"
Kosmos Triathlon,Bedford,Texas,https://kosmostri.com/,pb@kosmostri.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7870,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Long Course, NCAA, Short Course, Youth and Junior | Contact: Petar Bozhilov"
KTX Endurance,Katy,Texas,https://ktxendurance.com/,ktxendurance@outlook.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7981,7,"Disciplines: Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Short Course, Women Specific | Contact: Jen Ingram"
Laguna Madre Gator Chasers,Laguna Vista,Texas,http://www.powerwattcoaching.com,docwatt@powerwattcoaching.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6722,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course, Youth and Junior | Contact: Karen Watt"
Lakes Region Triathlon Club,Gilford,New Hampshire,http://www.lakesregiontriclub.com,lakesregiontriclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5519,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Maureen Nix"
Las Vegas Kids Triathlon Club,Las Vegas,Nevada,https://www.trisignup.com/Race/LasVegasKidsTriathlon/Page-18,lasvegaskidstriathlon@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6760,7,"Disciplines: Duathlon, Triathlon | Specialties: Beginners, Youth and Junior | Contact: Jim Huff"
Laughing Dog Tri,Bend,Oregon,http://laughingdogtri.com,jmedispenza@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6600,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon | Specialties: Long Course, Off-Road, Short Course | Contact: Jaime Dispenza"
Laughing Dog Tri - HS Program,Bend,Oregon,http://laughingdogtri.com,jmedispenza@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8032,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Jaime Dispenza"
LemonTriClub - HS Program,Lemont,Illinois,http://www.lemontriclub.com,lemontriclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8044,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Dan Ganzer"
LemonTriClub - Youth,Lemont,Illinois,http://www.lemontriclub.com,lemontriclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8138,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Youth and Junior | Contact: Dan Ganzer"
Liberty University Triathlon Club,Lynchburg,Virginia,https://www.liberty.edu/campusrec/clubsports/index.cfm?PID=25959&amp;amp;amp;amp;amp;amp;TeamID=12,tegollnick@liberty.edu,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7477,7,Disciplines: Triathlon | Specialties: High School/Collegiate | Contact: Todd Gollnick
Light to Light Tri Club,Soquel,California,http://coachmelswimbikerun.com,coachmelswimbikerun@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6834,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course, Women Specific | Contact: Melani Amaris"
Lightning Warriors High School Triathlon Team,Edgewood,New York,https://www.lightningwarriors.org,noahlam@lightningwarriors.org,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7438,7,Disciplines: Triathlon | Specialties: High School/Collegiate | Contact: Noah Lam
Limitless Racing and Coaching (LRC),Ballston Lake,New York,https://www.limitlessracingandcoaching.com,limitlessracingandcoaching@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8103,7,"Disciplines: Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Leah DeKalb"
Little Shark High School Triathlon Club,Saint Louis,Missouri,https://www.bigshark.com/about/little-sharks-youth-triathlon-team-pg932.htm,coachlibbyf@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7716,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Elizabeth Fennewald"
Louisville Landsharks Triathlon Club,Louisville,Kentucky,https://louisville-landsharks.com,landsharksmultisport@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=236,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Short Course | Contact: Rachel Schmidt"
Madison Multisport,Fitchburg,Wisconsin,http://www.madisonmultisport.com,cdbannink@gmail.com,https://facebook.com/2008,https://instagram.com/multisportmadison,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7335,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon, Winter Triathlon | Specialties: Beginners, Draft Legal, Long Course, Off-Road, Short Course, Women Specific | Contact: Cynthia Bannink"
Magic City Triathlon Club,Birmingham,Alabama,https://www.triathlonlearning.com/,magiccitytriathlonclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7031,7,"Disciplines: Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Andy Grant"
Malone Coaching,Landrum,South Carolina,https://www.malonecoaching.com,katie@malonecoaching.com,https://facebook.com/2008,https://instagram.com/tricoachkatie,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6689,7,"Disciplines: Aquabike, Aquathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, High School/Collegiate, Long Course, Off-Road, Youth and Junior | Contact: Kathleen Malone"
Malone Coaching (Youth),Landrum,South Carolina,https://www.malonecoaching.com,katie@malonecoaching.com,https://facebook.com/2008,https://instagram.com/tricoachkatie,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8149,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Kathleen Malone"
MC Elite,Laurel,Maryland,https://www.teammcelite.com,christy@teammcelite.com,https://facebook.com/2008,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5752,7,"Disciplines: Duathlon, Triathlon | Specialties: Draft Legal, High School/Collegiate, NCAA, Short Course, Youth and Junior | Contact: Christy Lausch"
MC Elite (High School),Laurel,Maryland,https://www.teammcelite.com,christy@teammcelite.com,https://facebook.com/2008,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7241,7,"Disciplines: Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Christy Lausch"
